Call ID,E-bill Pre-enrollment Part 1,E-bill Pre-enrollment Part 2,E-bill Pre-enrollment Part 3,E-Bill TEMP T&C1,E-Billing T&C 1,E-Billing T&C 2,MOVE - Move In
6428531393282783905,1,1,,1,,1,1
6428531603736181581,1,1,1,,,,1
6428531754060037104,1,1,1,,,,1
6428531805540919412,,,,1,1,1,1
6428532140548368996,1,,,,,,1
6428532376830295592,1,1,1,,,,1
6428532497089380030,1,,,,,,
6428532625871285460,1,1,1,,,,1
6428533068261306466,,,,,,,1
6428533128449556773,1,1,1,,,,1
6428533368967725592,1,1,,,,,1
6428533390375465209,1,1,,,,,1
6428533390383854197,,,,,,,1
6428533429030170928,,,,,,,1
6428533854240323127,1,1,,,,,1
6428534000327918754,1,1,,,,,1
6428534197837707500,,,,,,,1
6428534369636399652,1,1,1,1,1,1,1
6428534644514307014,1,,,,,,1
6428534833492868381,1,1,1,,,,1
6428535194270121858,1,1,1,,,,1
6428535241506372400,1,1,1,,,,1
6428535280169451537,1,1,,,,,1
6428535692477939064,,1,,,,,1
6428535795624250239,1,1,1,1,1,1,1
6428535829925266278,1,1,,,,,1
6428535859990037397,1,1,1,,,,1
6428536001782680644,1,,,1,1,1,
6428536542889838591,1,1,1,,,,1
6428536551479773192,1,1,1,,,,1
6428536581603266152,1,1,,,,,
6428536641674086622,1,1,1,,,,1
6428536654558988524,1,1,,1,1,1,1
6428536706098596144,1,,,1,1,1,1
6428536791997942198,,,,,,,1
6428536869298963280,1,1,1,1,,1,1
6428537440538004931,,,,,,,1
6428537535018895092,,,,,,,1
6428537556502122094,1,1,1,1,,1,1
6428537629516566316,1,1,,,,,1
6428537711179666099,1,1,,1,1,1,1
6428537874321311938,1,1,,,,,1
6428537891509571857,1,1,1,,,,1
6428537917338096601,1,1,1,,,,1
6428538346834826583,,,,,,,1
6428538600170785879,1,1,,,,,1
6428538733314772222,,,,,,,1
6428538844992313193,1,1,1,,,,1
6428539025380939859,1,1,1,,,,1
6428539055445710968,,1,1,,,,1
6428539167114860875,1,1,1,1,,1,1
6428539205761175538,,,,,,,1
6428539407633029813,1,1,1,,,,1
6428539661036100659,1,1,,,,,1
6428539871481107224,1,1,,,,,1
6428540193603654851,1,1,,,,,1
6428540279570111667,1,1,1,,,,1
6428540352584555774,1,1,1,,,,1
6428540472784920817,1,1,1,1,,1,1
6428540494318476667,1,1,1,1,,1,1
6428540584512789990,1,1,1,1,,1,1
6428540696181939812,1,1,1,1,,1,1
6428540872216880003,,,,,,,1
6428541009655833711,1,1,,,,,1
6428541035425637520,,,,,,,1
6428541086965245150,1,1,1,1,1,1,1
6428542023326835476,1,1,1,,,,1
6428542079102692313,,,,,,,1
6428542156470821793,,,,,,,1
6428542156470821798,1,1,1,,,,1
6428542379742011630,1,1,,,,,1
6428542439871553887,,,,,,,1
6428542469944717046,1,1,1,,,,1
6428542667504820867,1,1,1,,,,1
6428543260210308551,1,1,,,,,1
6428543977478240622,1,1,1,1,,1,1
6428544187923245758,1,1,1,,,,1
6428544742041136579,1,1,1,1,,1,1
6428544858005253686,1,1,,,,,1
6428545012624076479,1,1,1,,,,1
6428545175832833895,1,1,1,1,1,1,1
6428545356221460496,1,1,1,,,,1
6428545665391998018,,,,,,,1
6428545862960493920,1,1,,,,,1
6428546438553220135,1,1,1,1,,1,1
6428546447143154732,1,1,,,,,1
6428546567402239122,1,1,1,,,,1
6428546867991219406,1,1,1,1,1,1,1
6428547168638930647,,,1,,,,1
6428547185810423203,1,1,1,,,,1
6428547314667818987,1,1,1,,,,1
6428547379092328566,,,,,,,1
6428547787114222328,,,,,,,1
6428547873005175293,1,1,1,1,,1,1
6428548444235826560,1,1,1,,,,1
6428548547323434885,,,,,,,1
6428548641812715563,1,1,1,,,,1
6428548783546636635,,,,,,,1
6428549307524254336,,,,,,,1
6428549548042423348,1,1,1,,,,1
6428549943246520733,1,1,1,1,1,1,1
6428550226655650497,1,1,1,,,,1
6428550226655650499,1,1,1,,,,1
6428550261006995517,1,1,1,1,,1,1
6428550394218087335,1,1,1,1,1,1,1
6428550480117433340,1,,1,1,,1,1
6428550488707367944,,,,,,,1
6428550862310811281,1,1,1,,,,1
6428551446485075916,1,1,1,,,,1
6428551704116009367,1,1,,,,,1
6428552094958033921,1,1,1,1,1,1,1
6428552167980871500,1,1,1,1,,1,1
6428552262528862882,1,1,1,1,,1,1
6428552533044698771,1,1,,,,,1
6428552911010214976,1,1,1,1,,1,1
6428553555255310426,1,1,1,,,,1
6428553752823806297,1,1,1,,,,1
6428553778593610113,1,1,,,,,
6428554062120161616,1,1,1,,,,1
6428554603227332275,1,1,1,,,,1
6428554624702168801,1,1,1,,,,1
6428554689118284624,1,1,1,1,1,1,1
6428554783674667923,,,,,,,1
6428554959709602079,,,,,,,1
6428555238941201648,1,1,1,1,1,1,1
6428555719910437347,,,,,,,1
6428556609035770455,1,1,1,,,,1
6428556664803244058,1,1,,,,,1
6428556836610313587,1,1,,,,,1
6428556965518056331,1,1,1,1,,1,1
6428557291935571169,1,1,,,,,1
6428557613999395461,,1,,,,,1
6428557695662497379,1,1,1,,,,1
6428558060667600901,,,,,,,1
6428558571768710070,1,1,1,,,,1
6428558752157336742,1,1,1,,,,1
6428559834556213059,,,,,,,1
6428559898922000744,1,1,1,,,,1
6428560014944839666,1,1,1,,,,1
6428560375654977187,,,,,,,1
6428560603288244258,1,1,1,,,,1
6428560809455068970,,,,,,,1
6428561062858139942,1,1,,,,,1
6428561440815262709,1,1,1,1,,1,1
6428561548181050815,,,,,,,1
6428562286982541429,1,1,,,,,1
6428562334168461905,1,1,1,1,,,1
6428562548916826993,,,,,,,1
6428562682119533010,1,1,1,,,,1
6428562974177309363,1,1,1,,,,1
6428563317707579169,1,,,,,,1
6428563889005344264,1,1,1,1,1,1,1
6428563914716429576,1,1,1,,,,1
6428564004969461373,1,1,,,,,1
6428564009205710234,1,1,,,,,1
6428564133759762023,1,1,1,,,,1
6428565276221048351,1,1,1,,,,1
6428565336342210785,,,,,,,1
6428565473781164434,,,,,,,1
6428565838853385167,,,,,,,1
6428566092264835925,1,1,1,,,,1
6428566191049083943,,,,,,,1
6428566659200520126,,,,,,,1
6428567084460999270,,,,,,,1
6428567196130149061,1,1,1,,,,1
6428567290560713821,1,1,1,,,,1
6428567333510386880,1,1,1,,,,1
6428567853201430694,1,1,,1,,1,1
6428568256987072153,1,1,1,,,,
6428568445965633310,1,1,1,1,1,1,1
6428568450201885942,1,1,1,,,,1
6428568759439531888,1,1,,,,,1
6428568862518747131,,,,,,,1
6428569163166458444,1,1,1,,,,1
6428569210411098768,1,1,1,,,,1
6428569661382665668,1,1,,,,,
6428569777405496151,1,1,1,,,,1
6428570206843513292,,1,,,,,1
6428570224082095310,1,1,1,,,,1
6428570374338839425,1,1,1,,,,1
6428570563325799526,1,1,,,,,1
6428570911218151063,1,1,1,,,,1
6428570984232595209,1,1,1,1,,1,1
6428571010002399027,,,,,,,1
6428571027182268257,,,,,,,1
6428571044353738526,,,,,,,1
6428571972133786230,1,1,1,,,,1
6428572023606283502,,,,,,,1
6428572036491185406,1,1,1,1,1,1,1
6428572234126791544,1,,,,,,1
6428572465987915602,1,1,,,,,1
6428572594836934669,1,1,,1,,1,1
6428572869714842110,1,,,,,,1
6428572886903110514,1,1,1,1,,1,1
6428573037226966160,1,1,1,,1,1,1
6428573660055935114,,1,,,,,
6428573788846227813,1,1,,,,,1
6428573844680802755,1,1,1,,,,1
6428574102437566988,,,,,,,1
6428574325717140692,1,1,1,1,1,1,1
6428574334365801119,1,1,1,,,,1
6428574604881632227,1,1,1,,,,1
6428575103097839374,1,1,1,1,1,1,1
6428575309256269983,1,1,1,,,,1
6428575678631841321,,1,,1,1,1,1
6428575979279552535,1,1,1,,,,1
6428576052285613371,1,1,,1,,1,1
6428576258511151316,1,1,1,,,,1
6428576309992034931,1,1,1,1,1,1,1
6428576481790727082,1,1,1,,,,1
6428577409503664548,1,1,1,,,,1
6428577774567501583,1,1,,,,,1
6428577839000394751,1,1,1,,,,1
6428577912014838903,1,1,1,1,1,1,1
6428578659330765964,1,1,1,1,1,1,1
6428579024402986752,1,1,1,1,,1,1
6428579574158801453,1,1,1,,,,1
6428579836160190733,1,1,1,,,,1
6428580003655531824,1,1,1,1,,1,1
6428580033787407611,1,1,1,1,,1,1
6428580068088425148,1,1,1,1,,1,1
6428580214108929713,1,1,1,1,1,1,1
6428580635024109153,,,,,,,1
6428580647900610758,1,,,,,,
6428580720982175678,1,1,1,,,,1
6428580974318125768,1,1,1,,,,1
6428581051627537192,1,1,1,,,,1
6428581189066490887,1,1,1,,,,1
6428581253558120840,,,,,,,1
6428581378053452668,,,,,,,1
6428581786075346429,1,1,1,1,,1,1
6428581919210932383,1,1,,,,,1
6428582318710011125,1,1,,,,,1
6428582988724909813,1,1,,,,,1
6428583156169916122,1,1,1,,,,1
6428583400983036040,1,1,1,,,,1
6428583461104194434,1,1,1,,,,1
6428583877783140785,1,1,,,,,1
6428583972272421380,1,1,1,,,,1
6428583989385172815,,,,,,,1
6428584410300352177,1,1,1,1,1,1,1
6428584453241641735,,,,,,,1
6428584560624207768,1,1,1,1,,1,1
6428585140503526771,1,1,1,,,,1
6428585282170331516,1,1,1,,,,1
6428585531345551047,1,1,,1,,1,1
6428585715970412351,,,,,,,1
6428585939367428096,1,1,1,,,,1
6428585960842264588,1,1,,,,,1
6428586308675900249,1,1,1,1,1,1,1
6428586613618578710,,,,,,,1
6428586901440103139,1,1,1,,,,1
6428587051696860655,1,1,,1,,1,1
6428587524143264025,1,1,1,,,,1
6428587945050059803,1,1,1,1,1,1,1
6428588490510907480,1,1,,,,,1
6428588718144174624,1,1,,,,,1
6428588731029076554,,,,,,,1
6428589117576133752,,,,,,,1
6428589190657674338,1,1,1,,,,1
6428589413928877710,1,1,,,,,1
6428589551434927652,1,1,1,1,,1,1
6428589641562128470,1,1,1,,,,1
6428589710290005223,1,1,,1,,1,1
6428589761829612944,1,1,1,,,,1
6428590225744793757,1,1,1,1,1,1,1
6428590530620360490,,,,,,,1
6428590689542550908,1,,,,,,1
6428590826981504638,1,1,1,1,1,1,1
6428590869931177723,1,,,,,,1
6428590985954006014,1,1,1,,,,1
6428591071786240943,1,1,1,,,,1
6428591488398069380,1,1,1,,,,1
6428591514176273349,,,,,,,1
6428591518471240648,1,1,1,,,,1
6428591565715880990,,,,,,,1
6428591591485684834,,,,,,,1
6428592987408768002,1,1,,1,,1,1
6428593060423212111,1,1,1,,,,1
6428593069013146714,1,,,,,,1
6428593116199061152,1,1,,,,,1
6428593580055530020,1,1,1,,,,1
6428594134165037093,,,,1,1,1,1
6428594795531277211,1,1,,,,,1
6428595482726045896,1,1,1,,,,1
6428595779078789878,1,1,1,,,,1
6428595783432480429,1,1,1,,,,1
6428595916509359941,1,1,1,1,,1,1
6428595993885878126,1,1,1,1,,1,1
6428596152799668202,1,1,1,,,,1
6428596981661251288,1,1,1,1,,1,1
6428597080453882996,1,1,1,1,1,1,1
6428597428337850843,1,1,,,,,1
6428597844958063024,1,1,1,,,,1
6428597883612768732,,,,,,,1
6428598231505120257,,,,,,,1
6428598759844819389,1,1,1,,,,1
6428599258002305863,1,1,1,1,,1,1
6428599584411420666,1,1,1,,,,1
6428599627369493945,1,1,,,,,1
6428600056866224275,1,1,1,,,,1
6428600065456158871,1,1,1,,,,1
6428600104110864588,1,1,1,,,,1
6428600997522782793,1,1,1,1,1,,1
6428601104896965318,1,1,1,,,,1
6428601259448668567,,,,,,,1
6428601620293041400,1,1,,1,1,1,1
6428601731903456091,1,1,,,,,1
6428601886522278969,1,1,1,,,,1
6428602410508289952,1,1,,,,,1
6428602496407636004,1,1,,,,,1
6428602603773434358,1,1,1,,,,1
6428602633905307734,1,1,,1,,1,1
6428602659616393580,1,1,,,,,1
6428603101998025691,1,1,1,,,,1
6428603157832600632,1,1,1,,,,1
6428603389760834993,1,1,1,,,,1
6428604283114033861,1,,,,,,1
6428604485036213966,1,1,,,,,1
6428604502157366320,1,1,1,,,,1
6428604618121483505,,,,,,,1
6428605069151766800,1,1,1,,,,1
6428605103444403934,,,,,,,1
6428605288136382717,,,,,,,1
6428605584480741647,1,1,,,,,1
6428606576685289276,1,1,1,,,,1
6428606705467207403,1,1,1,,,,1
6428606933108859627,1,1,1,,,,1
6428607130677355556,,,,,,,1
6428607598820406143,,,,,,,1
6428608526541729092,,1,1,,,,1
6428608560901467531,1,1,1,,,,1
6428609634634907029,1,1,1,,,,1
6428609845096691243,1,1,,,,,1
6428609883743010492,1,1,1,,,,1
6428610111384664052,,,,,,,1
6428610304658192748,1,1,1,1,1,1,1
6428610510816623275,,,,,,,1
6428610880175408091,,,,,,,1
6428610957484819505,,1,1,,,,1
6428611236724809948,1,1,1,,,,1
6428611477184249997,1,1,,1,,1,1
6428611666154424324,,,,,,1,1
6428612005523956668,1,1,1,,,,1
6428612052701481461,,,,,,,1
6428612112839410740,1,1,1,,,,1
6428612336236438734,1,1,1,1,,1,1
6428612666948920758,,,,,,,1
6428612928883198263,1,1,1,,,,1
6428612933236893316,1,1,1,,,,1
6428613302536966415,1,1,1,,,,1
6428613324020190177,1,1,1,,,,1
6428613873776004907,,,,,,,1
6428614028386440491,1,,,,,,1
6428615273935345392,,1,1,,,,1
6428615454382698230,1,1,1,,,,1
6428615797980082270,1,1,1,,,,1
6428616334792269302,1,1,1,1,,1,1
6428616781527593964,,,,,,,1
6428616824410154064,1,1,1,,,,1
6428616850179957893,1,1,1,,,,1
6428616888901776452,,,,,,,1
6428616893129630927,,,,,,,1
6428617026340730053,,,,,,,1
6428617133714912543,1,1,1,,,,1
6428617348404552596,,1,,,,,1
6428617619046217377,1,1,1,1,1,1,1
6428618069959059451,1,1,1,,,,1
6428618224569494507,1,1,1,1,,1,1
6428618452211149459,1,1,1,,,,1
6428618615419906961,1,1,1,,,,1
6428619208184118120,1,1,1,1,1,1,1
6428619233895198521,1,1,1,,,,1
6428619611843933082,1,1,1,,,,1
6428620303342056798,,1,,1,,1,1
6428620814443165683,1,1,1,1,,1,1
6428620865974385455,1,1,1,1,,1,1
6428621553177541785,1,1,1,1,,1,1
6428621557464120990,,,,,,,1
6428621724967845754,1,1,1,,,,1
6428621836645383788,,,,,,,1
6428623172438919042,1,1,1,,,,1
6428623339942643746,1,1,1,,,,1
6428623434364815589,,,,,,,1
6428623765077297870,1,1,1,1,,1,1
6428624306310286153,,,,,,,1
6428624744338231476,1,1,1,,,,1
6428624800231525590,1,,,1,1,1,1
6428625203899732724,1,1,1,,1,,1
6428625375698424803,1,1,,,,,1
6428625384288359416,1,,1,1,1,1,1
6428627059317218069,1,1,1,,,,1
6428627140929986061,1,,,,,,
6428627390038089553,,,,,,,1
6428627802413668009,1,1,1,,,,1
6428628008572098405,1,1,1,1,,1,1
6428628236138258660,,,,,,,1
6428628369290634277,1,1,1,,,,1
6428628386529220686,,,,,,,1
6428628794484007776,1,1,1,1,,1,1
6428628888973288382,1,1,1,1,,1,1
6428629670724443166,1,1,1,1,1,1,1
6428630061499361387,1,1,,,,,1
6428630478119579271,1,1,1,1,1,1,1
6428630680041758455,1,1,1,,,,1
6428630937739796460,1,1,,,,,1
6428631100881448031,1,1,1,1,,1,1
6428631667817131682,,,,,,,1
6428632857531464013,1,1,1,1,,1,1
6428632861826431315,,,,,,,1
6428633214013750005,,,,1,,1,
6428633261258390314,1,1,,,,,1
6428634949180523095,1,1,1,,,,1
6428634953467116140,,,,,,,1
6428635357261147106,1,1,1,,,,1
6428635894073329333,1,1,,,,,1
6428637169670226308,,,,1,1,1,1
6428637341536038903,1,1,,,,,1
6428637942831460737,1,1,1,1,,1,1
6428638015845904810,1,1,1,,,,1
6428638286428844556,1,1,1,1,,1,1
6428639261319301218,1,1,1,,,,1
6428639583508968705,1,1,1,1,1,1,1
6428639755248931771,1,1,1,,,,1
6428640408075570151,1,1,,,,,1
6428642362352810561,,1,,,,,1
6428642632935750337,1,1,1,,,,1
6428642877681767279,1,1,1,1,,1,1
6428643135379805275,1,1,1,,,,1
6428644028733003467,,,,,,,1
6428644475409602530,1,1,1,,,,
6428644501179406341,1,1,1,,,,1
6428645604986002165,1,1,1,1,,1,1
6428647078159785826,1,1,,,,,1
6428647374520920747,1,1,1,1,,1,1
6428648121836839462,1,1,1,1,1,1,1
6428648220621087386,1,,,,,,1
6428865597514255952,1,1,1,,,,1
6428865765076707395,1,1,1,1,1,1,1
6428866044190855063,1,1,1,,,,1
6428866224571091831,1,1,1,,,,1
6428866585356734972,,,,,,,1
6428866709910786697,1,1,1,,,,1
6428866744262135334,1,1,1,1,,1,1
6428867315501176063,1,1,,,,,1
6428867418572001690,,,,,,,1
6428867629025399509,1,1,,,,,1
6428868363464807914,1,1,1,,,,1
6428868870279339052,1,1,,,,,1
6428869252590153703,,,1,,,,
6428869725036556525,1,1,1,,,,1
6428870425049112453,,,,,,,1
6428870635502510196,,1,,,,,1
6428871022057956437,1,1,,,,,1
6428871417194948286,1,1,1,1,1,1,1
6428872147339389581,1,1,1,,,,1
6428872181699127994,,,,,,,1
6428872589721021464,1,1,1,1,,1,1
6428872997742915277,,,,,,,1
6428873044987555609,1,1,1,,,,1
6428873113707032461,,,,,,,1
6428873371405070537,1,1,1,,,,1
6428873706412520122,1,1,1,1,,1,1
6428873908334705524,1,1,1,,,,1
6428874178850533943,1,1,1,,,,
6428874204620337766,,,,,,,1
6428875304140356739,1,1,1,,,,1
6428875433048096674,1,1,,,,,1
6428875686384056897,1,1,1,,,,1
6428875712162250399,,,,,,,1
6428875836775006380,1,1,1,1,1,1,1
6428875961270337542,1,1,1,,,,1
6428876949104427093,,,,,,,1
6428877339954841553,1,1,1,,,,1
6428877988553623117,1,1,1,,,,1
6428878001371415844,,,,,,,1
6428878400811765122,1,1,,1,,1,1
6428879461727406549,1,1,1,,,,1
6428879822437551100,1,1,1,,,,1
6428880299246029773,1,1,1,1,,1,1
6428881149582446911,1,1,1,,,,1
6428881149590838239,,,,1,,,
6428881201189162666,1,1,1,,,,1
6428881317086171614,1,1,1,1,,,1
6428882137433317817,1,1,1,,,,1
6428882304937042607,1,1,1,,,,1
6428883116677470626,1,1,1,,,,1
6428883189759022111,1,1,,1,1,1,1
6428883211233858615,1,1,1,,,,1
6428884431004571500,1,1,1,,,,1
6428884942105680054,1,1,1,1,,1,1
6428885023642951973,1,1,1,,,,1
6428885259874545999,1,1,1,1,,1,1
6428885367307442650,1,1,1,,,,1
6428885513277616822,,,,,,,1
6428885938538093413,1,1,1,1,1,1,1
6428885942774346970,1,1,1,,,,1
6428886393804627184,1,1,1,,,,1
6428886449639202092,1,1,1,,,,1
6428886896315801184,1,1,,,,,1
6428886943560441515,1,1,1,1,,1,1
6428887153955126083,1,1,1,,,,1
6428887342933687346,1,1,1,1,1,1,1
6428887536207215921,1,1,1,1,,1,1
6428888128904310435,1,1,,1,1,1,1
6428888159036187270,1,1,1,,,,1
6428888378079519535,1,1,,,,,1
6428889129631691692,1,1,1,,,,1
6428889267070645326,1,1,1,,,,1
6428889352978368279,1,1,1,1,,1,1
6428889911324117576,1,1,1,1,1,1,1
6428890504088332885,1,1,1,1,,1,1
6428890903461564320,1,1,1,,,,1
6428891053844147302,1,1,,,,,1
6428891221289144676,1,1,1,,,,1
6428891294303588823,1,1,1,1,1,1,1
6428891307188490728,1,1,1,1,,1,1
6428891354433131029,1,1,1,1,,1,1
6428891521928462448,1,1,1,1,,1,1
6428891968605061904,1,1,,1,,1,1
6428891990088291752,1,1,1,1,1,1,1
6428892333744402641,1,1,1,,,,1
6428892488304498824,1,1,1,1,,1,1
6428892823303555015,1,1,1,1,1,1,1
6428893549161422416,1,1,,,,,1
6428893600701030045,1,1,1,1,1,1,1
6428893858399068225,1,1,,,,,1
6428894292182372156,1,1,1,1,,1,1
6428894365196816280,1,1,,,,,1
6428894421039784874,,,,,,,1
6428894463989457911,1,1,1,1,,1,1
6428894579945181311,1,1,,,,,1
6428894777522070936,,,,,,,1
6428895219895309272,,,,,,,1
6428895267207068174,1,1,1,,,,1
6428895993056541804,,,,,,,1
6428896074593802286,1,1,1,,,,1
6428896272170691947,,,,,,,1
6428896504090532456,1,1,1,,,,1
6428896688774126439,1,1,1,1,,1,1
6428896740380851904,1,1,1,1,,1,1
6428896890637589535,,,,,,,1
6428897023781575878,1,1,1,,,,1
6428897328732648167,,,,,,,1
6428897582135719035,1,1,1,,,,1
6428898200602616665,,,,,,,1
6428898209259652104,,,,,,,1
6428898252142224297,1,1,1,,,,1
6428898716007086724,1,1,,,,,1
6428899179922261889,1,1,1,,,,1
6428899188512196492,1,1,1,,,,1
6428899437561593553,1,1,1,1,,1,1
6428899751085812830,,,,,,,1
6428899970137522676,,,,,,,1
6428900623031274711,,,,,,,1
6428900867777311173,1,1,1,,,,1
6428900876367245786,,,,,,,1
6428901211383073179,1,,,,,,1
6428901967356039472,1,,,,,,1
6428903041030765620,1,1,1,,,,1
6428903500600645501,,,,,,,1
6428903792717141783,1,1,,,,,1
6428904037471558320,1,1,1,1,,1,1
6428904385355514613,1,,,,,,
6428904561449174006,1,1,,,,,1
6428904613055895978,1,1,1,,,,1
6428904819147212211,1,1,1,1,,1,1
6428905523530245147,1,1,1,,,,1
6428905583718505756,1,1,1,,,,1
6428905665255770636,1,1,,,,,1
6428905858537694749,1,1,1,1,1,1,1
6428906180718960365,,,,1,1,1,1
6428906730407661540,1,1,,1,,1,1
6428906902206353562,1,1,1,,,,1
6428907095479882196,1,1,,,,,1
6428907232927231635,,,,,,,1
6428907555049779364,1,,,1,1,1,1
6428907645302809590,1,1,1,,,,1
6428907662423961907,1,1,,,,,1
6428908173583787419,1,1,1,,,,1
6428908255121053720,1,1,1,,,,1
6428908306669057330,1,1,1,1,1,1,1
6428908353905301656,1,1,,,,,1
6428908534293928381,,,,,,,1
6428908714682555079,1,1,,,,,1
6428909242963533317,1,1,1,1,,1,1
6428909663878725020,,,,,,,1
6428909711182080749,1,1,1,,,,1
6428910153504981296,1,1,1,,,,1
6428910381196979510,1,1,1,,,,1
6428910720440665184,1,1,,,,,1
6428910870756140665,,,,1,1,1,1
6428911265901512684,,,,,,,1
6428912232269156057,1,1,1,,,,1
6428912425601414455,1,1,1,,,,1
6428912429896381759,1,1,1,1,,1,1
6428912988183401397,1,1,1,,,,1
6428913129917322437,1,1,1,1,1,1,1
6428913185743516700,1,1,,1,,1,1
6428913220111635821,,,,1,,,
6428913379025426174,,,,,,,1
6428913400558991622,1,1,1,,,,1
6428913855758415932,1,1,,,,,
6428913907365132973,1,1,1,1,,1,1
6428913937371175667,1,1,1,1,1,1,1
6428914272437353475,1,1,,,,,1
6428914293912189971,1,1,,,,,1
6428914779243494822,1,1,,,,,1
6428915268811039641,,,,,,,1
6428915633883260389,1,1,,,,,1
6428915638178227694,1,1,1,,,,1
6428915698307769910,1,1,1,1,1,1,1
6428916857948941710,1,1,1,,,,1
6428917832906519396,1,,1,,,,1
6428917918805865483,1,1,,,,,1
6428918223748544058,1,1,1,,,,1
6428918412718707557,1,1,1,,,,1
6428918631762039947,1,,,1,,1,1
6428918644655339724,1,1,1,1,,1,1
6428918786447969194,1,1,1,,,,1
6428919005491301425,1,1,1,,,,1
6428919469347769808,1,1,,,,,1
6428920010513649562,1,1,1,,,,1
6428920023331445792,1,1,1,,,,1
6428920276742898438,1,1,1,1,1,1,1
6428920465713077910,1,1,,,,,1
6428920577449333200,1,1,1,1,,1,1
6428920972527601445,1,1,,1,,1,1
6428921251700476188,,,,,,,1
6428922364088625441,1,1,1,,,,1
6428922492937644517,,,,,,,1
6428922785003803335,1,1,1,1,1,1,1
6428923055586743474,1,1,1,,,,1
6428923287514977770,1,1,,1,1,1,1
6428923313284781576,1,1,1,,,,1
6428923957529877105,1,1,,1,,1,1
6428924266767522845,1,1,1,,,,1
6428924326897065076,,,1,,,,
6428924825104889762,1,1,1,,,,1
6428924979790815576,,,,,,,1
6428925065631441095,1,1,1,,,,1
6428925297618395755,1,1,,,,,1
6428925533782877046,1,,,,,,1
6428925937501421075,,,,,,,1
6428926057827607897,1,1,,,,,1
6428926706300551782,1,1,1,,,,
6428926740668689073,1,1,1,,,,1
6428926753553590987,1,1,1,1,,1,1
6428927045602968701,1,1,1,,,,1
6428927462223196018,1,1,1,,,,1
6428927732806136070,,,,,1,,
6428927784345743765,1,1,1,,,,1
6428928080690088523,,,,,,,1
6428928402812636237,,,,,,,1
6428928424295871919,1,1,1,,,,1
6428929339123907645,1,1,1,1,,1,1
6428929824513930053,1,1,1,,,,1
6428929931888112555,1,1,1,,,,1
6428930030672360485,1,1,,,,,1
6428930099333103973,1,1,,,,,1
6428930185232450079,1,1,1,,,,1
6428930382800946016,1,1,,,,,1
6428930644793951532,,,,,,,1
6428930954031597360,1,1,1,,,,1
6428931194541382472,1,1,1,,,,1
6428931297620597745,,,,,,,1
6428931993405300714,1,1,,,,,1
6428932010652285926,1,1,1,1,,1,1
6428932160976141444,,,,,,,1
6428932401494310271,,,,,,,1
6428932448680218771,1,1,1,,,,1
6428932526048361985,1,1,1,,,,1
6428932989846099111,1,1,1,1,1,1,1
6428933101515248961,1,1,1,1,,1,1
6428933977688578693,1,1,1,,,,1
6428934102234246049,1,1,1,1,,1,1
6428934218206747674,1,1,1,1,1,1,1
6428934798027333402,,,,,,,1
6428934888221646791,,,,,,,1
6428934888280360441,1,1,1,,,,1
6428935536753324669,1,1,1,,,,1
6428936292667569607,1,1,1,,,,1
6428936327035693194,1,1,1,,,,1
6428936404403817267,1,1,1,1,,1,1
6428936601905215291,1,1,,,,,1
6428936644863273592,,,1,1,,1,1
6428937065828781406,1,1,,,,,1
6428937168907996587,1,1,,,,,1
6428938534648886643,1,1,,,,,1
6428938723627447943,1,1,1,,,,1
6428938818108326229,,,,1,,1,1
6428939458066856694,1,1,1,1,1,1,1
6428940329945202785,,1,,,,,1
6428940484564025634,,,,1,1,1,1
6428941128867846814,1,,,1,,1,1
6428941313492714973,1,1,1,1,,1,1
6428942069406960166,,,,,,,1
6428942224084508209,1,1,1,,,,1
6428942288450292644,1,1,1,,,,1
6428942477487578850,1,,1,1,,1,1
6428942657876205435,1,1,1,1,1,1,1
6428942773781597883,1,1,,1,,1,1
6428943306357543204,1,1,1,1,,1,1
6428943486804894277,1,1,1,1,1,1,1
6428943495394828872,1,1,1,1,,1,1
6428945393711652290,,,,,,,1
6428945466784819459,1,1,1,1,,1,1
6428945565510344426,1,1,1,,,,1
6428945818913415315,1,1,1,1,1,1,1
6428946175454423870,,,,,,,1
6428946403020580017,1,1,1,,,,1
6428946463217232966,1,1,1,1,1,1,1
6428946914130077307,1,1,1,,,,1
6428947279202298106,,1,1,,,,1
6428947313562036548,1,1,1,1,,1,1
6428947386635202409,1,1,,1,1,1,1
6428948039411510568,1,1,,,,,1
6428948189726977488,,,,,,,1
6428949010074120927,1,1,1,,,,1
6428949478217167988,,,,,,,1
6428949547003754054,1,1,1,,,,1
6428949710145402280,1,1,,,,,1
6428950809665421140,1,1,1,1,1,1,1
6428950964275854289,,,,,,,1
6428951028700363854,1,1,,,,,1
6428951153254415625,1,1,1,1,1,1,1
6428951943536772730,,,,,,,1
6428952149695203321,1,1,1,,,,1
6428952192636486228,,,,,,,1
6428952218406290057,,,,1,1,1,1
6428952300019058898,1,1,1,,,,1
6428952497587554854,1,1,1,1,,1,1
6428952712335920071,1,1,1,1,,1,1
6428953047334979195,1,1,1,,,,1
6428953296443082701,1,1,1,1,1,1,1
6428953558444478646,1,,,1,,1,1
6428954009474761840,1,1,1,,,,1
6428954224223126838,1,1,1,,,,1
6428954391726851517,1,1,1,,,,1
6428955199180703807,1,1,1,,,,1
6428955263538106627,1,1,1,,,,
6428955834777149171,1,1,1,,,,1
