"Query","E-bill Pre-enrollment Part 1","E-bill Pre-enrollment Part 2","E-bill Pre-enrollment Part 3","E-Bill TEMP T&C1","E-Billing T&C 1","E-Billing T&C 2","MOVE - Move In"
"6422967456365616827","1","1","","","","","1"
"6422967507896829102","1","1","1","","","","1"
"6422967735530096509","1","1","1","1","","1","1"
"6422967778479769579","","","","1","1","1","1"
"6422967817142870676","1","1","1","","","","1"
"6422967915985844057","1","1","1","","","","1"
"6422967963171759211","1","1","1","1","","1","1"
"6422968066250974578","1","1","1","1","1","1","1"
"6422968139265418828","1","1","1","","","","1"
"6422968169330189978","1","1","1","","","","1"
"6422968259583227965","","","","","","","1"
"6422968268114438092","1","1","1","","","","1"
"6422968375488620799","1","1","1","","","","1"
"6422968375547345057","","","","","","","1"
"6422968740619565459","1","1","1","","","","1"
"6422968800690384467","1","1","1","1","","1","1"
"6422968963957865017","1","1","1","1","1","1","1"
"6422969161459242945","1","1","1","","","","1"
"6422969298906592142","","","","","","","1"
"6422969466401921935","1","1","1","1","1","1",""
"6422969595259336308","1","1","1","1","1","1","1"
"6422969603840875813","1","1","","","","","1"
"6422969608135843122","1","1","1","","","","1"
"6422969900202015224","1","1","1","1","","1","1"
"6422969930266786409","1","1","1","1","","1","1"
"6422969930266786411","","","","1","","1","1"
"6422969960390278372","1","1","1","1","","1","1"
"6422970016166132600","1","1","1","","","","1"
"6422970080590642283","1","1","","","","","1"
"6422970196554759612","","","","","","","1"
"6422970200908447187","1","1","1","","","","1"
"6422970209431266397","1","1","1","","","","1"
"6422970299633974971","1","1","1","1","","1","1"
"6422970355527269958","","","","","","","1"
"6422970364050089467","1","","","","","","1"
"6422970518736027319","1","1","1","1","","1","1"
"6422970570208520324","1","1","","","","","1"
"6422970587455504163","1","1","1","","","","1"
"6422970604568258766","1","1","1","","","","1"
"6422970608871604808","1","1","1","1","1","1","1"
"6422970630405177143","1","1","","","","","1"
"6422970634641408667","","","","1","","1","1"
"6422970643290079041","1","1","1","","","","1"
"6422970793555199074","1","1","1","1","","1","1"
"6422971012598531729","1","1","1","","","","1"
"6422971137152583716","1","1","1","1","","1","1"
"6422971154332452978","1","1","1","","","","1"
"6422971167217354888","1","1","1","1","1","1","1"
"6422971291763028262","1","","","1","","1","1"
"6422971326189863298","1","1","1","","","","1"
"6422971369072439780","1","1","1","","","","1"
"6422971377662374400","","","","","","","1"
"6422971390555654818","1","1","1","1","","1","1"
"6422971764276527902","1","1","1","","","","1"
"6422971781456397124","1","1","1","","","","1"
"6422971802872516442","","","","","","","1"
"6422971837290972020","1","","","","","","1"
"6422971927485285297","1","1","1","","","","1"
"6422971936016502966","1","1","","","","","1"
"6422971940370187204","","","","","","","1"
"6422972009030947173","1","1","1","","","","1"
"6422972064865522194","1","1","1","1","","1","1"
"6422972137879966445","","","","","","","1"
"6422972137938682958","","","","","","","1"
"6422972206599443370","","","","","","","1"
"6422972266728985704","1","1","1","1","1","1","1"
"6422972279613887611","1","1","1","1","","1","1"
"6422972447109234110","","","","","","","1"
"6422972451412579902","1","1","1","","","","1"
"6422972511533743737","1","1","","","","","1"
"6422972679045846995","1","1","1","","","","1"
"6422972726282092761","1","1","1","1","","1","1"
"6422972752119006721","","","","1","1","1","1"
"6422972816484800878","1","1","1","1","","1","1"
"6422972859434473983","1","1","1","","","","1"
"6422972962513689390","1","1","","","","","1"
"6422972962513689396","1","1","1","","","","1"
"6422972996873427840","1","1","1","","","","1"
"6422973031291881242","1","1","","","","","1"
"6422973061297937458","1","1","","","","","1"
"6422973177253660077","1","1","1","1","","1","1"
"6422973185843594695","1","1","1","1","","1","1"
"6422973203090573245","1","1","1","","","","1"
"6422973250268104313","1","1","1","","","","1"
"6422973250268104314","1","1","1","","","","1"
"6422973404886927327","1","1","1","","","","1"
"6422973508033251540","1","","","","","","1"
"6422973516623186141","1","1","1","","","","1"
"6422973589578916347","1","1","","1","1","1","1"
"6422973675469867704","1","1","1","","","","1"
"6422973701239671574","1","1","1","","","","1"
"6422973757082641303","1","1","1","","","","1"
"6422973877341726001","1","1","1","","","1","1"
"6422973963241072157","","","","","","","1"
"6422974027724294790","1","1","1","1","1","1","1"
"6422974208112921323","1","1","1","1","","1","1"
"6422974457221024780","","","1","","","",""
"6422974482923721623","1","1","1","1","","1","1"
"6422974482932116445","1","1","1","","","","1"
"6422974551651593387","1","1","","","","","1"
"6422974594659978353","1","1","1","","","","1"
"6422974633247577419","1","","1","","","","1"
"6422974689090547202","1","1","1","","","","1"
"6422974714919062771","1","1","1","1","","1","1"
"6422974839414402965","1","1","1","","","","1"
"6422974860947950946","1","1","1","","","",""
"6422975041269471699","1","1","","","","","1"
"6422975165890629234","1","1","","","","","1"
"6422975462184662702","1","1","1","1","","1","1"
"6422975694112897355","1","1","1","1","","1","1"
"6422975728464241137","1","","","","","","1"
"6422975732767603136","1","1","","","","","1"
"6422975762823979593","1","1","","","","","1"
"6422975775775985678","1","1","1","","","","1"
"6422975865911589713","1","1","1","1","1","1","1"
"6422975895976360876","1","1","1","1","1","1","1"
"6422975930336099315","1","1","","","","","1"
"6422976037768990891","1","1","1","1","","1","1"
"6422976072070020443","","","","","","","1"
"6422976097831429704","","","","","","","1"
"6422976209567682861","1","1","1","","","","1"
"6422976248163680136","1","1","1","","","","1"
"6422976437200949742","1","1","1","","","","1"
"6422976471560688148","1","1","1","","","","1"
"6422976488673454702","","","","","","","1"
"6422976596056015797","1","1","1","","","","1"
"6422976660480525436","","","","","","","1"
"6422976690545296639","","","","","","","1"
"6422976694831885592","1","1","1","1","","1","1"
"6422976694840263951","","","","","","","1"
"6422976815099348634","","","","","","","1"
"6422977214531308410","1","1","","","","","1"
"6422977287537374118","","","","1","","1","1"
"6422977317610523782","1","1","","","","","1"
"6422977424976328004","1","1","","","","","1"
"6422977424984706507","","","","","","","1"
"6422977820180420190","1","1","1","","","","1"
"6422977833006600698","1","1","1","","","","1"
"6422978223848625738","1","1","1","","","","1"
"6422978417122154583","1","1","","","","","1"
"6422978481538269577","","","","","","","1"
"6422978485841631529","1","1","1","","","","1"
"6422978533077877261","1","1","1","","","","1"
"6422978984057839459","1","","","","","","1"
"6422978988352806764","1","1","1","","","","1"
"6422979048473954239","1","1","","","","","1"
"6422979069957185634","1","1","1","","","","1"
"6422979194511237606","","","","","","","1"
"6422979417849537626","1","1","1","","","","1"
"6422979525223720369","","","","","","","1"
"6422979568173393462","1","1","1","1","","1","1"
"6422979705603952510","","1","","","","","1"
"6422979860231170509","","","","","","","1"
"6422980100749339749","","","","","","","1"
"6422980547425939796","1","1","1","1","1","1","1"
"6422980564664524403","1","1","1","","","","1"
"6422980689159860946","1","1","1","","","","1"
"6422980770755845237","1","","","","","","1"
"6422980805115583731","1","1","1","1","","","1"
"6422980933972997603","1","1","1","1","","1","1"
"6422981041405894656","1","1","1","","","","1"
"6422981273334128799","1","","1","1","","1","1"
"6422981342053605604","1","1","1","1","1","1","1"
"6422981535268420619","1","1","1","","","","1"
"6422981638406349237","1","1","1","","","","1"
"6422981818794975835","1","1","1","1","1","1",""
"6422981973413798585","1","1","1","","","","1"
"6422982063608111905","1","1","1","1","1","1","1"
"6422982115147719531","","","","","","","1"
"6422982274002781137","1","1","1","","","","1"
"6422982364197094596","1","1","1","","","1","1"
"6422982368483684126","1","1","1","","","","1"
"6422982621895132995","1","1","1","1","1","1","1"
"6422982630476689972","","","","","","","1"
"6422982643361591882","1","1","","","","","1"
"6422982742145840029","1","","1","","","","1"
"6422982810865316998","1","1","1","","","","1"
"6422982815168661843","1","1","1","1","1","1","1"
"6422982909657942734","1","","","","","","1"
"6422982995548911245","1","1","","","","","1"
"6422983017032125459","1","1","1","","","","1"
"6422983021318715110","","","","","","","1"
"6422983107218061302","","","","","","","1"
"6422983154471079337","1","1","1","","","","1"
"6422983257541917143","1","1","1","1","","1","1"
"6422983304853661415","","1","","","","","1"
"6422983442225511453","1","1","1","","","","1"
"6422983463708725358","1","","","","","","1"
"6422983674162123552","1","1","1","","","","1"
"6422983695636960082","","","","","","","1"
"6422984017759508165","1","1","1","1","1","1","1"
"6422984211024643163","","","","","","","1"
"6422984219614577773","","","","","","","1"
"6422984326997154443","1","1","1","1","1","1","1"
"6422984382890453461","1","1","1","","","","1"
"6422984464494832164","1","1","1","1","","1","1"
"6422984515967322029","","","","","","","1"
"6422984516034439764","","","","","","","1"
"6422984546032093197","","","","","","","1"
"6422984584695192906","1","1","1","1","","1","1"
"6422984769370393136","","","","","","","1"
"6422984979832185342","1","1","1","1","","1","1"
"6422985014250646377","","","","","","","1"
"6422985052838235454","","","","","","","1"
"6422985250473847820","1","1","1","","","","1"
"6422985319126208588","1","1","1","","","","1"
"6422985443688654628","1","1","1","","","","1"
"6422985490933295039","","","","","","","1"
"6422985508104770167","","","","","","","1"
"6422985559644377900","1","1","","","","","1"
"6422985581127608567","1","1","1","1","1","1","1"
"6422985774392743286","","","","1","1","1","1"
"6422985851710548951","1","1","1","","","","1"
"6422985929019960561","1","1","1","","","","1"
"6422986036394143299","1","1","1","1","1","1","1"
"6422986062222667310","1","1","1","","","","1"
"6422986152358260637","1","1","1","","","","1"
"6422986186709604811","1","1","1","1","","1","1"
"6422986225431424693","1","1","1","","","","1"
"6422986298387149119","1","1","1","1","1","1","1"
"6422986500250612709","1","1","","","","","1"
"6422986732178847479","1","1","1","1","","1","1"
"6422986788013422497","1","1","1","","","","1"
"6422986830963095587","1","1","1","","","","1"
"6422986925443981793","","","","","","","1"
"6422986994163458730","","","","","","","1"
"6422987101604753770","","","","","","","1"
"6422987281993380410","1","1","1","1","","1","1"
"6422987324875941424","1","","","","","","1"
"6422987410783682397","","","","","","","1"
"6422987449429993404","1","1","1","","","","1"
"6422987466676974326","1","1","1","","","","1"
"6422987664178358962","1","1","1","","","","1"
"6422987741487770544","1","1","1","","","","1"
"6422987750144816080","1","1","","","","","1"
"6422987831749194740","1","1","1","","","","1"
"6422987835977051400","1","1","1","","","","1"
"6422987930466332165","1","1","1","","","","1"
"6422987964834448901","","","","","","","1"
"6422987990662984861","","","","","","","1"
"6422988007784122015","1","1","","","","","1"
"6422988067913664297","1","1","1","1","1","1","1"
"6422988222532487487","1","1","1","","","","1"
"6422988231122422087","1","1","1","1","","1","1"
"6422988261187193271","","","","","","","1"
"6422988424387572767","1","1","1","1","","1","1"
"6422988531828864645","1","1","1","1","","1","1"
"6422988544713766541","","","","","","","1"
"6422988570416461272","","","","","","","1"
"6422988574778537650","","","","","","","1"
"6422988617728210630","1","1","1","","","","1"
"6422988793754761339","1","1","","","","","1"
"6422988793763139649","1","1","1","","","","1"
"6422988896901085110","1","1","1","1","","1","1"
"6422988918375921622","1","1","1","1","","1","1"
"6422989068699777111","","","","","","","1"
"6422989090174613626","","","","","","","1"
"6422989111649450135","1","1","","1","1","1","1"
"6422989141714221229","","","","","","","1"
"6422989291979347338","1","1","","","","","1"
"6422989330634053081","1","1","1","1","","1","1"
"6422989369347488113","1","1","","1","","1","1"
"6422989369347488117","1","1","","","","","1"
"6422989605570689616","","","","","","","1"
"6422989618396862771","1","1","1","","","","1"
"6422989781597225692","","","","","","","1"
"6422989794482127640","1","1","1","","","","1"
"6422990125261732801","1","1","1","","","","1"
"6422990129497972428","1","1","1","","","1","1"
"6422990391549705359","1","1","1","","","","1"
"6422990546109801407","1","1","1","","","","1"
"6422990829636369900","","","","","","","1"
"6422990997072973911","1","1","","","","","1"
"6422990997081368865","1","1","1","","","","1"
"6422991040089767571","1","1","1","1","","1","1"
"6422991061505878485","1","1","1","","","","1"
"6422991078685747756","1","1","1","","","","1"
"6422991082980715069","","","","","","","1"
"6422991143168982753","1","1","","","","","1"
"6422991486766350352","","","","","","","1"
"6422991525362347820","1","1","1","1","","1","1"
"6422991606966726644","1","1","1","1","","1","1"
"6422991615615369354","1","1","","","","","1"
"6422991675677808559","1","1","1","","","","1"
"6422991722930843970","1","1","1","1","","1","1"
"6422991813125157454","1","1","1","","","","1"
"6422991826068767072","1","1","","","","","1"
"6422991851838570876","1","1","1","","","","1"
"6422992113764473950","1","1","1","","","","1"
"6422992135306412668","1","1","1","1","1","1","1"
"6422992148124212412","","","","","","","1"
"6422992324226267019","1","1","1","1","","1","1"
"6422992427305482370","","","","","","","1"
"6422992586277979024","","","","","","","1"
"6422992753781703630","1","1","1","1","","1","1"
"6422992818147507455","1","1","","","","","1"
"6422992878277049759","1","1","1","1","","1","1"
"6422992938406592029","","","","","","","1"
"6422992964176395865","","","","","","","1"
"6422992977061297784","1","1","1","1","","1","1"
"6422993148851594995","1","1","1","","","","1"
"6422993221874417920","","","","","","","1"
"6422993247635843098","","","","","","","1"
"6422993389378142973","1","1","1","1","","1","1"
"6422993900479252529","1","1","1","1","","1","1"
"6422993956313827547","","","","","","","1"
"6422994067974598787","1","1","1","1","","1",""
"6422994338624637032","1","1","1","1","","1","1"
"6422994531839446987","1","1","1","1","1","1","1"
"6422994583370675705","1","1","1","1","","1","1"
"6422994592027707697","1","1","1","","","","1"
"6422994647803564308","","","","","","","1"
"6422994699334793080","","","","","","","1"
"6422994785242518168","1","1","1","1","","1","1"
"6422995133134870111","1","1","1","","","","1"
"6422995193323129547","","","","","","","1"
"6422995326400019839","1","1","1","1","1","1","1"
"6422995472428908345","","1","","","","","1"
"6422995588401404837","1","1","","","","","1"
"6422995670005783675","","","","","","","1"
"6422995773143714931","1","1","","1","","1","1"
"6422995884754148986","","","","","","","1"
"6422995966417243381","1","1","1","","","","1"
"6422996043667939390","","","","","","","1"
"6422996086609216728","1","1","","1","1","1","1"
"6422996241236435689","1","1","","","","","1"
"6422996254121337600","1","1","1","","","","1"
"6422996297071010693","","","","","","","1"
"6422996361495520316","","","","","","","1"
"6422996417330095298","1","1","1","","","","1"
"6422996520400914822","1","1","1","","","","1"
"6422996705092904949","1","1","1","","","","1"
"6422996769517414568","1","1","1","","","","1"
"6422996778098953161","1","1","1","","","","1"
"6422996786697283817","1","1","1","","","","1"
"6422996842523462759","1","1","1","1","","1","1"
"6422996928489918375","1","1","1","1","","1","1"
"6422996962849656767","1","1","1","","","","1"
"6422997040100355009","1","1","1","1","1","1","1"
"6422997156064472252","1","1","1","","","","1"
"6422997220547694672","1","1","1","1","1","1","1"
"6422997267725226209","1","","","1","","1","1"
"6422997379461484753","1","1","1","","","","1"
"6422997508251791423","1","1","1","","","","1"
"6422997521195405593","1","1","1","","","","1"
"6422997559791399091","","","","","","","1"
"6422997598504816968","1","1","1","","","","1"
"6422997697221956948","","","","","","","1"
"6422997808899503086","1","1","1","","","","1"
"6422997834660910747","1","","","","","","1"
"6422998208390173366","1","1","1","","","","1"
"6422998504684207028","1","1","","","","","1"
"6422998569108716672","1","1","1","1","1","1","1"
"6422998603468455154","1","1","1","1","","1","1"
"6422998633533226324","1","1","","1","","1","1"
"6422998672179535410","1","1","","","","","1"
"6422998869748031482","1","1","1","","","","1"
"6422998917001052360","1","1","1","1","","1","1"
"6422998959950725435","1","","","","","",""
"6422999054498731231","1","1","1","","","","1"
"6422999264885023528","","","","","","","1"
"6422999505411573641","1","1","","","","","1"
"6422999634319316526","1","1","","1","1","1","1"
"6422999664325364019","","","","","","","1"
"6422999986439531008","","","","","","","1"
"6423000020807650551","","","","","","","1"
"6423000042341209885","1","1","1","1","1","1","1"
"6423000248440917929","1","1","","","","",""
"6423000411649675600","","","","1","1","1","1"
"6423000437419479428","1","1","1","1","1","1","1"
"6423000647931599043","1","1","1","1","","1","1"
"6423000703707452538","1","1","1","1","","1","1"
"6423000712297387143","","","","","","","1"
"6423000716583973088","","","","","","","1"
"6423000875506144823","1","1","","1","1","1","1"
"6423000931340719805","1","1","1","","","","1"
"6423001257758235156","1","1","1","","","","1"
"6423001296404559265","","","","","","","1"
"6423001683018718043","1","1","1","1","","1","1"
"6423001721614704374","1","1","","","","","1"
"6423001893405014768","1","1","1","","","","1"
"6423001897767082942","1","1","1","","","","1"
"6423001962132873640","1","1","1","","","","1"
"6423001992197644793","","","","","","","1"
"6423002052318805029","1","1","","","","","1"
"6423002142580218959","1","1","1","","","","1"
"6423002292845356484","1","","","","","","1"
"6423002310025225714","1","","","","","","1"
"6423002529068558410","1","1","1","1","","1","1"
"6423002687982348745","1","1","1","1","","1","1"
"6423002769578328630","","","","1","1","1","1"
"6423002868429692449","1","1","1","","","","1"
"6423003203437141744","1","1","1","1","1","1","1"
"6423003246386814737","1","1","1","","","","1"
"6423003250681782034","1","1","1","","","","1"
"6423003315047575631","1","1","1","","","","1"
"6423003418126790974","1","1","1","","","","1"
"6423003439660343180","1","1","1","","","","1"
"6423003602810385192","1","1","1","1","","1","1"
"6423003766077857846","","","","","","","1"
"6423003950702736996","1","1","1","","","","1"
"6423004083838323942","1","1","1","1","","1","1"
"6423004144034980144","1","1","1","","","","1"
"6423004199869555035","1","","","","","","1"
"6423004234162179646","","","","","","","1"
"6423004238457146947","1","1","1","","","","1"
"6423004431739075494","1","1","1","","","","1"
"6423004483270283259","","","","","","","1"
"6423004629299171638","","","","","","","1"
"6423004680905892551","1","","","1","1","1","1"
"6423004783917994673","","","","","","","1"
"6423004792575042343","1","1","1","1","1","1","1"
"6423004831171035098","","","","","","","1"
"6423004887005593719","1","","","","","","1"
"6423004904185462954","1","1","1","1","","1","1"
"6423004921365332174","1","1","1","","","","1"
"6423004934250234091","1","1","1","1","1","1","1"
"6423004955783799708","1","1","","","","","1"
"6423005110402622457","","","","","","","1"
"6423005127582491657","1","1","1","","","","1"
"6423005333740922025","","","","","","","1"
"6423005398165431503","1","1","1","1","","1","1"
"6423005819072226833","","","","","","","1"
"6423005827603433811","","","","","","","1"
"6423005913502779938","1","1","1","","","","1"
"6423006089596439561","1","1","1","","","","1"
"6423006093883023110","","","","","","","1"
"6423006338704543341","","","","","","","1"
"6423006609287483729","1","1","1","1","","1","1"
"6423006828330816575","1","1","1","1","","1","1"
"6423006897041909573","","","","","","","1"
"6423006914221778809","","","","","","","1"
"6423007137627187699","1","1","","1","1","1","1"
"6423007146158397369","1","1","1","1","1","1","1"
"6423007154739947980","","","","","","","1"
"6423007180576860683","1","1","1","1","","1","1"
"6423007352375552624","1","","","","","","1"
"6423007412437986543","1","1","","","","","1"
"6423007528410487637","1","","","","","","1"
"6423007592893721351","1","1","","","","","1"
"6423007721684016451","1","1","1","","","","1"
"6423007807583362570","1","1","1","1","","1","1"
"6423007940727349102","1","1","","","","","1"
"6423008091109928097","1","1","1","","","","1"
"6423008095346172097","1","1","1","","","","1"
"6423008129705910544","1","1","1","1","1","1","1"
"6423008228548881679","1","1","1","","","","1"
"6423008275726415125","1","1","","","","","1"
"6423008378872737161","1","","","","","","1"
"6423008593621102147","","","","","","","1"
"6423008627922118014","","","","","","","1"
"6423009018764142949","1","1","","","","","1"
"6423009040297701307","1","1","1","","","","1"
"6423009216324255309","","","","","","","1"
"6423009254978961032","1","1","","","","","1"
"6423009254987344831","1","","1","","","","1"
"6423009413901135121","1","1","1","1","","1","1"
"6423009422549790911","1","1","","","","","1"
"6423009478325644718","1","1","","1","","1","1"
"6423009538455186981","1","1","1","","","","1"
"6423009620118286710","1","1","1","","","","1"
"6423010071089853143","1","","1","","","","1"
"6423010105382471421","1","1","","","1","","1"
"6423010191348937491","1","1","1","","","","1"
"6423010328729171468","","","","","","","1"
"6423010380268779172","","","","","","","1"
"6423010410325150102","1","1","1","","","","1"
"6423010517766452276","","","","1","1","1","1"
"6423010547831223366","","","","","","","1"
"6423010560657405978","1","1","1","","","","1"
"6423010595017144448","1","1","1","1","1","1","1"
"6423010659441654028","","","","","","","1"
"6423010659500373134","1","1","1","","","","1"
"6423010685211457884","1","1","","1","","1","1"
"6423010698096359814","1","1","1","1","1","1","1"
"6423010719571196363","1","1","1","","","","1"
"6423011046047430060","1","1","1","","","","1"
"6423011303678350083","1","1","1","","","","1"
"6423011385349846716","1","1","","","","","1"
"6423011557148538648","1","1","1","1","","1","1"
"6423011608688146244","1","1","1","1","","1","1"
"6423011625809281744","","","","","","","1"
"6423011707405276820","1","1","1","1","","1","1"
"6423011750422067157","1","1","1","1","1","1","1"
"6423011862091216920","1","1","1","","","","1"
"6423011922162025836","","","","","","","1"
"6423012115435554622","1","1","1","1","1","1","1"
"6423012188508731658","1","1","","","","","1"
"6423012197039933476","1","1","1","","","","1"
"6423012205688600867","1","1","","","","","1"
"6423012214219802694","1","1","1","","","","1"
"6423012227163437367","1","1","1","","","","1"
"6423012239989606519","1","1","1","","","","1"
"6423012321585601761","1","1","1","1","","1","1"
"6423012381715144065","1","1","1","1","1","1","1"
"6423012398903396909","1","1","","","","","1"
"6423012497746377203","1","1","1","","","",""
"6423012613643378621","","","","","","","1"
"6423012712494742149","1","1","1","","","","1"
"6423012798335356440","","","","","","","1"
"6423012845638728469","1","1","1","1","","","1"
"6423012897178336071","1","1","","","","","1"
"6423013056033394821","","","","","","","1"
"6423013167702544804","1","1","1","","","","1"
"6423013322321367827","1","1","1","","","","1"
"6423013691747286436","","","","1","","1",""
"6423013730401992144","1","1","1","","","","1"
"6423013768989584251","","","","","","","1"
"6423013811947640875","1","1","1","","","","1"
"6423013820537575479","1","1","1","","","","1"
"6423013992336267822","1","1","","","","","1"
"6423014280099077443","","","","","","","1"
"6423014516381007787","1","1","1","","","","1"
"6423014576451821619","","","","","","","1"
"6423014821323669658","1","1","1","","","","1"
"6423015048898225440","1","1","1","1","","1","1"
"6423015061783127369","1","1","1","","","","1"
"6423015066136805733","1","1","","","","","1"
"6423015521403339432","1","1","1","1","","1","1"
"6423015744674545433","1","1","1","","","","1"
"6423015783396344676","","","","","","","1"
"6423015950900069320","1","1","1","","","","1"
"6423016165589725122","1","1","1","","1","","1"
"6423016285848809751","1","1","1","","","","1"
"6423016367453188574","1","1","1","1","1","1","1"
"6423017028869754094","","","","","","","1"
"6423017093302663471","","","","","","","1"
"6423017265160062877","1","1","1","1","","1","1"
"6423017595872544893","","","","","","","1"
"6423017724654457743","1","1","1","","","","1"
"6423017819152121955","","1","","","","","1"
"6423017857798444230","","","","1","","1","1"
"6423017857806827740","1","1","1","1","","1","1"
"6423017862101795052","1","1","1","","","","1"
"6423017930821271955","","","","","","","1"
"6423018046785389272","1","1","1","","","","1"
"6423018051080356575","","","","","","","1"
"6423018055375323894","1","1","1","","","","1"
"6423018068260225817","1","1","1","","","","1"
"6423018162808228377","1","1","","","","","1"
"6423018179929375794","1","1","1","1","","1","1"
"6423018244412607053","1","1","1","","","","1"
"6423018317359946095","1","1","1","","","","1"
"6423018463397218046","1","1","1","1","1","1","1"
"6423018472045873910","1","1","1","","","","1"
"6423018605189860200","1","1","1","1","","1","1"
"6423018613779794799","1","1","1","","","","1"
"6423018953082211484","","","","1","1","1","1"
"6423019038922837203","1","1","","","","","1"
"6423019210713145640","1","1","1","","","","1"
"6423019215008112971","1","","","","","","1"
"6423019288022557195","","","","","","","1"
"6423019790600834775","1","1","1","","","","1"
"6423019803427018038","","","","","","","1"
"6423019863615278865","1","1","1","","","","1"
"6423020327413029525","1","1","1","","","","1"
"6423020348879481633","1","1","1","","","","1"
"6423020456320766078","1","1","","","","","1"
"6423020486326819882","","","","","","","1"
"6423020559399981292","1","1","1","","","","1"
"6423020658184229196","1","1","1","1","","1","1"
"6423020709723836789","1","1","1","","","","1"
"6423020761263444409","1","1","1","","","","1"
"6423020804146016091","1","1","","","","","1"
"6423020812735950700","1","1","1","","","","1"
"6423021199291392796","1","1","","","","","1"
"6423021242299781927","","","","","","","1"
"6423021302370608225","1","1","","","","","1"
"6423021444163244959","1","1","","","","","1"
"6423021688917665882","1","1","","","","","1"
"6423021804881783162","","","","","","","1"
"6423021830651587012","1","1","1","","","","1"
"6423021856413005953","","","","1","","1",""
"6423022036810017808","1","1","1","","","","1"
"6423022152832849377","1","1","1","1","","1","1"
"6423022200077489675","1","1","1","1","","1","1"
"6423022238665096284","","1","","","","","1"
"6423022371876181618","","","","","","","1"
"6423022414825854625","1","1","1","1","1","1","1"
"6423022449126879303","1","1","1","","","","1"
"6423022470593330887","1","1","","","","","1"
"6423022702529950479","1","1","1","","","","1"
"6423022719709819704","1","1","1","","","","1"
"6423023179271321680","1","1","1","1","1","1","1"
"6423023316701874178","","","","","","","1"
"6423023398306253047","1","1","1","","","","1"
"6423023677546240591","1","1","1","","","","1"
"6423023694726109787","1","1","1","1","1","1","1"
"6423023720428801088","1","1","1","1","","1","1"
"6423023892227493428","1","1","1","","","","1"
"6423023973840273380","1","1","1","","","","1"
"6423024016781545293","1","1","1","1","1","1","1"
"6423024029733559152","1","1","1","","","","1"
"6423024034028526453","","","","","","","1"
"6423024283069518346","","","","","","","1"
"6423024429098406775","","1","","1","1","1","1"
"6423024678273621326","1","1","1","1","","1","1"
"6423024682501477823","","","","","","","1"
"6423024781294110943","1","1","","","","","1"
"6423025361114697390","1","1","1","1","1","1","1"
"6423025451309010840","1","1","1","","","","1"
"6423025507135200710","1","","","","","",""
"6423025756251689580","","","","1","1","1","1"
"6423025996769858800","1","1","","","","","1"
"6423026013949728030","1","1","1","1","","1","1"
"6423026125677601365","1","1","1","1","","1","1"
"6423026280237701010","","","","1","","1","1"
"6423026357538727240","1","1","1","","","","1"
"6423026417735377743","1","1","1","","","",""
"6423026529345804929","1","1","1","","","","1"
"6423026615245151102","1","1","1","","","","1"
"6423026675366308030","1","1","1","1","","1","1"
"6423026795625392604","1","1","","1","","1","1"
"6423027126346260704","","1","","1","","1","1"
"6423027263785214570","","","","","","","1"
"6423027293849985747","","","","","","","1"
"6423027366923150898","1","1","1","","","","1"
"6423027439870488385","","","","","","","1"
"6423027723346716520","","","","","","","1"
"6423027723405436711","1","1","1","","","","1"
"6423027951038703579","1","1","1","","","","1"
"6423027976741401715","1","1","","","","","1"
"6423028062649133954","1","1","","","","","1"
"6423028118483708996","1","1","1","","","","1"
"6423028453491158890","","","","","","","1"
"6423028466376060830","1","1","1","","","","1"
"6423028814268412686","1","1","1","1","","1","1"
"6423028818554993867","1","1","","","","","1"
"6423028844333183862","1","1","","","","","1"
"6423029291001381348","1","1","1","","","","1"
"6423029359787977740","1","1","","1","","1","1"
"6423029402737650727","1","1","1","","","","1"
"6423029402737650728","","","","","","","1"
"6423029531527953103","1","1","1","1","1","1","1"
"6423029763514903914","1","1","1","","","","1"
"6423030210191503016","1","1","1","1","","1","1"
"6423030506485515296","1","1","1","","","","1"
"6423030583794926822","1","1","","","","","1"
"6423030631039567245","1","1","1","","","","1"
"6423030905917474979","1","1","1","","","","1"
"6423031039053074712","","","","1","1","1","1"
"6423031163607126597","1","1","1","1","1","1","1"
"6423031197975251862","1","1","1","1","1","1","1"
"6423031266694728777","1","1","1","1","1","1","1"
"6423031266753458915","1","1","","","","","1"
"6423031292464532598","","","","","","","1"
"6423031352585687965","1","1","","","","","1"
"6423031447142085544","1","1","1","","","","1"
"6423031524392767154","1","1","","","","","1"
"6423031571629020591","1","1","","","","","1"
"6423031696191459390","1","1","1","","","","1"
"6423031709135090863","","","1","","","","1"
"6423031764910936260","","","","","","","1"
"6423031915293521295","1","1","1","","","","1"
"6423032035552605756","1","1","1","","","","1"
"6423032091328451492","1","1","1","1","","1","1"
"6423032155811690207","1","1","1","","","","1"
"6423032177227797636","1","1","","","","","1"
"6423032310371784119","","","","","","","1"
"6423032495114106964","1","","","","","","1"
"6423032576651369799","1","1","1","1","","1","1"
"6423032580954724421","","","","","","","1"
"6423032718385290766","","","","1","","1",""
"6423032752745029206","1","1","1","1","","","1"
"6423032851537664679","1","1","","","","","1"
"6423033117884365608","1","1","1","","","","1"
"6423033177955179874","","1","","","","","1"
"6423033255256203812","1","1","1","1","","1","1"
"6423033315452861469","1","1","","","","","1"
"6423033345450517187","1","1","","","","","1"
"6423033401293479732","1","1","1","","","","1"
"6423033405588447041","1","1","1","1","1","1","1"
